"id","scientificName","names_wo_author","est"
8825,"Bunchosia maritima (Vell.) J.F.Macbr.","Bunchosia maritima","MG/ES"
8831,"Byrsonima coccolobifolia Kunth","Byrsonima coccolobifolia","MG/ES"
8833,"Byrsonima crispa A.Juss.","Byrsonima crispa","MG/ES"
8837,"Byrsonima laxiflora Griseb.","Byrsonima laxiflora","MG/ES"
8838,"Byrsonima ligustrifolia A.Juss.","Byrsonima ligustrifolia","MG/ES"
8840,"Byrsonima myricifolia Griseb.","Byrsonima myricifolia","MG/ES"
8844,"Byrsonima perseifolia Griseb.","Byrsonima perseifolia","MG/ES"
8845,"Byrsonima sericea DC.","Byrsonima sericea","MG/ES"
8846,"Byrsonima stipulacea A.Juss.","Byrsonima stipulacea","MG/ES"
9003,"Akrosida macrophylla (Ulbr.) Fryxell & Fuertes","Akrosida macrophylla","MG"
9006,"Apeiba tibourbou Aubl.","Apeiba tibourbou","MG/ES"
9010,"Bastardiopsis densiflora (Hook. & Arn.) Hassl.","Bastardiopsis densiflora","MG/ES"
9033,"Ceiba crispiflora (Kunth) Ravenna","Ceiba crispiflora","MG"
9034,"Ceiba erianthos (Cav.) K.Schum.","Ceiba erianthos","MG/ES"
9036,"Ceiba pubiflora (A.St.-Hil.) K.Schum.","Ceiba pubiflora","MG/ES"
9037,"Ceiba speciosa (A.St.-Hil.) Ravenna","Ceiba speciosa","MG/ES"
9038,"Ceiba ventricosa (Nees & Mart.) Ravenna","Ceiba ventricosa","MG/ES"
9052,"Eriotheca macrophylla (K.Schum.) A.Robyns","Eriotheca macrophylla","MG/ES"
9064,"Guazuma crinita Mart.","Guazuma crinita","MG/ES"
9065,"Guazuma ulmifolia Lam.","Guazuma ulmifolia","MG/ES"
9067,"Helicteres brevispira A.St.-Hil.","Helicteres brevispira","MG/ES"
9078,"Heliocarpus popayanensis Kunth","Heliocarpus popayanensis","MG/ES"
9092,"Luehea candicans  Mart.","Luehea candicans","MG/ES"
9094,"Luehea divaricata  Mart.","Luehea divaricata","MG/ES"
9095,"Luehea grandiflora Mart.","Luehea grandiflora","MG/ES"
9097,"Luehea paniculata  Mart.","Luehea paniculata","MG/ES"
9195,"Pseudobombax grandiflorum (Cav.) A.Robyns","Pseudobombax grandiflorum","MG/ES"
9196,"Pseudobombax longiflorum (Mart.) A.Robyns","Pseudobombax longiflorum","MG"
9198,"Pterygota brasiliensis Allemão","Pterygota brasiliensis","MG/ES"
9200,"Quararibea turbinata (Sw.) Poir.","Quararibea turbinata","MG/ES"
9470,"Graffenrieda intermedia Triana","Graffenrieda intermedia","MG"
9483,"Huberia glazioviana Cogn.","Huberia glazioviana","MG"
9485,"Huberia nettoana Brade","Huberia nettoana","MG"
9486,"Huberia ovalifolia DC.","Huberia ovalifolia","MG/ES"
9498,"Leandra acutiflora (Naudin) Cogn.","Leandra acutiflora","MG/ES"
9500,"Leandra amplexicaulis DC.","Leandra amplexicaulis","MG/ES"
9506,"Leandra aurea (Cham.) Cogn.","Leandra aurea","MG/ES"
9509,"Leandra barbinervis (Cham. ex Triana) Cogn.","Leandra barbinervis","MG/ES"
9515,"Leandra carassana (DC.) Cogn.","Leandra carassana","MG/ES"
9524,"Leandra cuneata (Mart.) Cogn.","Leandra cuneata","MG"
9572,"Leandra melastomoides Raddi","Leandra melastomoides","MG/ES"
9578,"Leandra multiplinervis (Naudin) Cogn.","Leandra multiplinervis","MG/ES"
9593,"Leandra pennipilis (O.Berg ex Triana) Cogn.","Leandra pennipilis","MG"
9599,"Leandra purpureovillosa Hoehne","Leandra purpureovillosa","MG"
9600,"Leandra quinquedentata (DC.) Cogn.","Leandra quinquedentata","MG"
9601,"Leandra quinquenodis (DC.) Cogn.","Leandra quinquenodis","MG"
9604,"Leandra regnellii (Triana) Cogn.","Leandra regnellii","MG"
9626,"Leandra tetraquetra (Cham.) Cogn.","Leandra tetraquetra","MG"
9635,"Leandra umbellata DC.","Leandra umbellata","MG"
9638,"Leandra variabilis Raddi","Leandra variabilis","MG/ES"
9640,"Leandra vesiculosa Cogn.","Leandra vesiculosa","MG"
9652,"Meriania claussenii (Naudin) Triana","Meriania claussenii","MG"
9665,"Merianthera pulchra Kuhlm.","Merianthera pulchra","MG/ES"
9667,"Miconia affinis DC.","Miconia affinis","MG/ES"
9668,"Miconia albicans (Sw.) Triana","Miconia albicans","MG/ES"
9675,"Miconia brasiliensis (Spreng.) Triana","Miconia brasiliensis","MG/ES"
9676,"Miconia brunnea DC.","Miconia brunnea","MG/ES"
9677,"Miconia buddlejoides Triana","Miconia buddlejoides","MG/ES"
9679,"Miconia calvescens DC.","Miconia calvescens","MG/ES"
9680,"Miconia castaneiflora Naudin","Miconia castaneiflora","MG"
9681,"Miconia caudigera DC.","Miconia caudigera","MG"
9683,"Miconia chamissois Naudin","Miconia chamissois","MG"
9686,"Miconia cinerascens Miq.","Miconia cinerascens","MG"
9688,"Miconia cinnamomifolia (DC.) Naudin","Miconia cinnamomifolia","MG/ES"
9689,"Miconia collatata Wurdack","Miconia collatata","MG"
9691,"Miconia cubatanensis Hoehne","Miconia cubatanensis","MG/ES"
9692,"Miconia cuspidata Naudin","Miconia cuspidata","MG"
9696,"Miconia discolor DC.","Miconia discolor","MG/ES"
9698,"Miconia dodecandra Cogn.","Miconia dodecandra","MG/ES"
9702,"Miconia elegans Cogn.","Miconia elegans","MG"
9703,"Miconia fasciculata Gardner","Miconia fasciculata","MG/ES"
9704,"Miconia flammea Casar.","Miconia flammea","MG/ES"
9706,"Miconia formosa Cogn.","Miconia formosa","MG/ES"
9710,"Miconia hirtella Cogn.","Miconia hirtella","MG/ES"
9711,"Miconia holosericea (L.) DC.","Miconia holosericea","MG/ES"
9712,"Miconia hyemalis A.St.-Hil. & Naudin","Miconia hyemalis","MG"
9714,"Miconia ibaguensis (Bonpl.) Triana","Miconia ibaguensis","MG/ES"
9716,"Miconia inconspicua Miq.","Miconia inconspicua","MG"
9720,"Miconia kriegeriana Baumgratz & Chiaveg.","Miconia kriegeriana","MG"
9724,"Miconia latecrenata (DC.) Naudin","Miconia latecrenata","MG/ES"
9725,"Miconia lepidota DC.","Miconia lepidota","MG/ES"
9726,"Miconia ligustroides (DC.) Naudin","Miconia ligustroides","MG/ES"
9727,"Miconia longicuspis Cogn.","Miconia longicuspis","MG/ES"
9729,"Miconia lymanii Wurdack","Miconia lymanii","MG"
9730,"Miconia mellina DC.","Miconia mellina","MG"
9732,"Miconia minutiflora (Bonpl.) DC.","Miconia minutiflora","MG"
9734,"Miconia molesta Cogn.","Miconia molesta","MG/ES"
9737,"Miconia nervosa (Sm.) Triana","Miconia nervosa","MG/ES"
9740,"Miconia organensis Gardner","Miconia organensis","MG"
9743,"Miconia paniculata (DC.) Naudin","Miconia paniculata","MG/ES"
9745,"Miconia petroniana Cogn. & Saldanha","Miconia petroniana","MG/ES"
9746,"Miconia petropolitana Cogn.","Miconia petropolitana","MG/ES"
9749,"Miconia polyandra Gardner","Miconia polyandra","MG/ES"
9750,"Miconia prasina (Sw.) DC.","Miconia prasina","MG/ES"
9754,"Miconia pusilliflora (DC.) Naudin","Miconia pusilliflora","MG/ES"
9757,"Miconia racemifera (DC.) Triana","Miconia racemifera","MG"
9762,"Miconia rufipila Triana","Miconia rufipila","MG"
9764,"Miconia sellowiana Naudin","Miconia sellowiana","MG/ES"
9765,"Miconia serrulata (DC.) Naudin","Miconia serrulata","MG/ES"
9766,"Miconia setosociliata Cogn.","Miconia setosociliata","MG/ES"
9767,"Miconia shepherdii R.Goldenb. & Reginato","Miconia shepherdii","MG"
9768,"Miconia speciosa (A.St.-Hil. & Naudin) Naudin","Miconia speciosa","MG"
9770,"Miconia staminea (Desr.) DC.","Miconia staminea","MG/ES"
9772,"Miconia tentaculifera Naudin","Miconia tentaculifera","MG"
9773,"Miconia theaezans (Bonpl.) Cogn.","Miconia theaezans","MG/ES"
9774,"Miconia tomentosa (Rich.) D.Don","Miconia tomentosa","MG"
9775,"Miconia trianae Cogn.","Miconia trianae","MG/ES"
9776,"Miconia tristis Spring","Miconia tristis","MG/ES"
9777,"Miconia urophylla DC.","Miconia urophylla","MG"
9778,"Miconia valtheri Naudin","Miconia valtheri","MG/ES"
9779,"Miconia willdenowii Klotzsch ex Naudin","Miconia willdenowii","MG/ES"
9817,"Mouriri chamissoana Cogn.","Mouriri chamissoana","MG/ES"
9819,"Mouriri glazioviana Cogn.","Mouriri glazioviana","MG/ES"
9820,"Mouriri guianensis Aubl.","Mouriri guianensis","MG"
9982,"Trembleya laniflora (D.Don) Cogn.","Trembleya laniflora","MG"
9983,"Trembleya parviflora (D.Don) Cogn.","Trembleya parviflora","MG/ES"
9984,"Trembleya pentagona Naudin","Trembleya pentagona","MG"
9988,"Cabralea canjerana (Vell.) Mart.","Cabralea canjerana","MG/ES"
9990,"Cedrela fissilis Vell.","Cedrela fissilis","MG/ES"
9992,"Cedrela odorata L.","Cedrela odorata","MG/ES"
9995,"Guarea guidonia (L.) Sleumer","Guarea guidonia","MG/ES"
9996,"Guarea kunthiana A.Juss.","Guarea kunthiana","MG/ES"
9997,"Guarea macrophylla Vahl","Guarea macrophylla","MG/ES"
10001,"Trichilia catigua A.Juss.","Trichilia catigua","MG/ES"
10002,"Trichilia clausseni C.DC.","Trichilia clausseni","MG"
10003,"Trichilia elegans A.Juss.","Trichilia elegans","MG/ES"
10004,"Trichilia emarginata (Turcz.) C.DC.","Trichilia emarginata","MG/ES"
10006,"Trichilia hirta L.","Trichilia hirta","MG/ES"
10007,"Trichilia lepidota Mart.","Trichilia lepidota","MG/ES"
10008,"Trichilia magnifoliola T.D.Penn.","Trichilia magnifoliola","MG/ES"
10011,"Trichilia pallida Sw.","Trichilia pallida","MG/ES"
10013,"Trichilia pseudostipularis (A.Juss.) C.DC.","Trichilia pseudostipularis","MG/ES"
10015,"Trichilia ramalhoi Rizzini","Trichilia ramalhoi","MG/ES"
10016,"Trichilia silvatica C.DC.","Trichilia silvatica","MG/ES"
10062,"Hennecartia omphalandra J.Poiss.","Hennecartia omphalandra","MG"
10064,"Macropeplus dentatus (Perkins) I.Santos & Peixoto","Macropeplus dentatus","MG"
10066,"Macropeplus ligustrinus (Tul.) Perkins","Macropeplus ligustrinus","MG"
10072,"Mollinedia argyrogyna Perkins","Mollinedia argyrogyna","MG/ES"
10077,"Mollinedia clavigera Tul.","Mollinedia clavigera","MG"
10081,"Mollinedia elegans Tul.","Mollinedia elegans","MG"
10085,"Mollinedia glabra (Spreng.) Perkins","Mollinedia glabra","MG/ES"
10097,"Mollinedia oligantha Perkins","Mollinedia oligantha","MG/ES"
10099,"Mollinedia pachysandra Perkins","Mollinedia pachysandra","MG/ES"
10101,"Mollinedia schottiana (Spreng.) Perkins","Mollinedia schottiana","MG/ES"
10104,"Mollinedia triflora (Spreng.) Tul.","Mollinedia triflora","MG"
10106,"Mollinedia widgrenii A.DC.","Mollinedia widgrenii","MG"
10109,"Brosimum glaziovii Taub.","Brosimum glaziovii","MG/ES"
10110,"Brosimum guianense (Aubl.) Huber","Brosimum guianense","MG/ES"
10111,"Brosimum lactescens (S.Moore) C.C.Berg","Brosimum lactescens","MG/ES"
10113,"Clarisia ilicifolia (Spreng.) Lanj. & Rossberg","Clarisia ilicifolia","MG/ES"
10138,"Ficus arpazusa Casar.","Ficus arpazusa","MG/ES"
10139,"Ficus bahiensis C.C.Berg & Carauta","Ficus bahiensis","MG/ES"
10140,"Ficus cestrifolia Schott ex Spreng.","Ficus cestrifolia","MG/ES"
10144,"Ficus lagoensis C.C.Berg & Carauta","Ficus lagoensis","MG"
10145,"Ficus laureola Warb. ex C.C.Berg & Carauta","Ficus laureola","MG/ES"
10151,"Ficus trigona L.f.","Ficus trigona","MG/ES"
10152,"Ficus adhatodifolia Schott in Spreng.","Ficus adhatodifolia","MG/ES"
10154,"Ficus calyptroceras (Miq.) Miq.","Ficus calyptroceras","MG/ES"
10155,"Ficus castellviana Dugand","Ficus castellviana","MG/ES"
10157,"Ficus clusiifolia Schott","Ficus clusiifolia","MG/ES"
10158,"Ficus cyclophylla (Miq.) Miq.","Ficus cyclophylla","MG/ES"
10160,"Ficus enormis Mart. ex Miq.","Ficus enormis","MG/ES"
10161,"Ficus eximia Schott","Ficus eximia","MG/ES"
10162,"Ficus gomelleira Kunth","Ficus gomelleira","MG/ES"
10163,"Ficus guaranitica Chodat","Ficus guaranitica","MG"
10165,"Ficus hirsuta Schott","Ficus hirsuta","MG/ES"
10166,"Ficus holosericea Schott","Ficus holosericea","MG/ES"
10168,"Ficus luschnathiana (Miq.) Miq.","Ficus luschnathiana","MG/ES"
10172,"Ficus obtusifolia Kunth","Ficus obtusifolia","MG"
10173,"Ficus obtusiuscula (Miq.) Miq.","Ficus obtusiuscula","MG/ES"
10176,"Ficus pertusa L.f.","Ficus pertusa","MG/ES"
10177,"Ficus pulchella Schott","Ficus pulchella","MG/ES"
10183,"Helicostylis tomentosa (Poepp. & Endl.) Rusby","Helicostylis tomentosa","MG/ES"
10186,"Maclura tinctoria (L.) D.Don ex Steud.","Maclura tinctoria","MG/ES"
10189,"Pseudolmedia laevigata Trécul","Pseudolmedia laevigata","MG"
10192,"Sorocea guilleminiana Gaudich.","Sorocea guilleminiana","MG/ES"
10193,"Sorocea hilarii Gaudich.","Sorocea hilarii","MG/ES"
10198,"Virola bicuhyba (Schott ex Spreng.) Warb.","Virola bicuhyba","MG/ES"
10199,"Virola gardneri (A.DC.) Warb.","Virola gardneri","MG/ES"
10200,"Virola officinalis Warb.","Virola officinalis","MG/ES"
10225,"Myrsine balansae (Mez) Otegui","Myrsine balansae","MG/ES"
10228,"Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.","Myrsine coriacea","MG/ES"
10232,"Myrsine guianensis (Aubl.) Kuntze","Myrsine guianensis","MG/ES"
10235,"Myrsine lineata (Mez) Imkhan.","Myrsine lineata","MG"
10239,"Myrsine parvula (Mez) Otegui","Myrsine parvula","MG/ES"
10242,"Myrsine umbellata Mart.","Myrsine umbellata","MG/ES"
10243,"Myrsine venosa A.DC.","Myrsine venosa","MG/ES"
10258,"Accara elegans (DC.) Landrum","Accara elegans","MG"
10262,"Blepharocalyx salicifolius (Kunth) O.Berg","Blepharocalyx salicifolius","MG/ES"
10310,"Campomanesia aromatica (Aubl.) Griseb.","Campomanesia aromatica","MG/ES"
10312,"Campomanesia dichotoma (O.Berg) Mattos","Campomanesia dichotoma","MG/ES"
10314,"Campomanesia eugenioides (Cambess.) D.Legrand ex Landrum","Campomanesia eugenioides","MG/ES"
10315,"Campomanesia guaviroba (DC.) Kiaersk.","Campomanesia guaviroba","MG/ES"
10316,"Campomanesia guazumifolia (Cambess.) O.Berg","Campomanesia guazumifolia","MG/ES"
10318,"Campomanesia laurifolia Gardner","Campomanesia laurifolia","MG/ES"
10319,"Campomanesia lineatifolia Ruiz & Pav.","Campomanesia lineatifolia","MG"
10324,"Campomanesia phaea (O.Berg) Landrum","Campomanesia phaea","MG"
10325,"Campomanesia prosthecesepala Kiaersk.","Campomanesia prosthecesepala","MG"
10326,"Campomanesia pubescens (Mart. ex DC.) O.Berg","Campomanesia pubescens","MG/ES"
10329,"Campomanesia rufa (O.Berg) Nied.","Campomanesia rufa","MG"
10330,"Campomanesia schlechtendaliana (O.Berg) Nied.","Campomanesia schlechtendaliana","MG/ES"
10331,"Campomanesia sessiliflora (O.Berg) Mattos","Campomanesia sessiliflora","MG/ES"
10332,"Campomanesia simulans M.L.Kawas.","Campomanesia simulans","MG"
10333,"Campomanesia velutina (Cambess.) O.Berg","Campomanesia velutina","MG"
10335,"Campomanesia xanthocarpa (Mart.) O.Berg","Campomanesia xanthocarpa","MG/ES"
10339,"Eugenia acutata Miq.","Eugenia acutata","MG"
10352,"Eugenia batingabranca Sobral","Eugenia batingabranca","MG/ES"
10359,"Eugenia brasiliensis Lam.","Eugenia brasiliensis","MG/ES"
10364,"Eugenia candolleana DC.","Eugenia candolleana","MG/ES"
10369,"Eugenia cerasiflora Miq.","Eugenia cerasiflora","MG/ES"
10372,"Eugenia chlorophylla O.Berg","Eugenia chlorophylla","MG"
10386,"Eugenia dodonaeifolia Cambess.","Eugenia dodonaeifolia","MG"
10388,"Eugenia dysenterica (Mart.) DC.","Eugenia dysenterica","MG"
10389,"Eugenia egensis DC.","Eugenia egensis","MG/ES"
10390,"Eugenia ellipsoidea Kiaersk.","Eugenia ellipsoidea","MG/ES"
10393,"Eugenia excoriata O.Berg","Eugenia excoriata","MG/ES"
10398,"Eugenia flamingensis O.Berg","Eugenia flamingensis","MG/ES"
10399,"Eugenia flavescens DC.","Eugenia flavescens","MG/ES"
10400,"Eugenia florida DC.","Eugenia florida","MG/ES"
10401,"Eugenia francavilleana O.Berg","Eugenia francavilleana","MG/ES"
10411,"Eugenia handroana D.Legrand","Eugenia handroana","MG"
10414,"Eugenia hiemalis Cambess.","Eugenia hiemalis","MG"
10419,"Eugenia involucrata DC.","Eugenia involucrata","MG/ES"
10425,"Eugenia itajurensis Cambess.","Eugenia itajurensis","MG"
10431,"Eugenia lagoensis Kiaersk.","Eugenia lagoensis","MG"
10432,"Eugenia lambertiana DC.","Eugenia lambertiana","MG"
10433,"Eugenia laruotteana Cambess.","Eugenia laruotteana","MG"
10435,"Eugenia leonorae Mattos","Eugenia leonorae","MG"
10436,"Eugenia leptoclada O.Berg","Eugenia leptoclada","MG"
10437,"Eugenia ligustrina (Sw.) Willd.","Eugenia ligustrina","MG/ES"
10449,"Eugenia macrosperma DC.","Eugenia macrosperma","MG/ES"
10455,"Eugenia mansoi O.Berg","Eugenia mansoi","MG"
10460,"Eugenia modesta DC.","Eugenia modesta","MG"
10462,"Eugenia moonioides O.Berg","Eugenia moonioides","MG/ES"
10466,"Eugenia myrcianthes Nied.","Eugenia myrcianthes","MG"
10472,"Eugenia neomyrtifolia Sobral","Eugenia neomyrtifolia","MG"
10475,"Eugenia neosilvestris Sobral","Eugenia neosilvestris","MG/ES"
10477,"Eugenia neoverrucosa Sobral","Eugenia neoverrucosa","MG"
10478,"Eugenia nutans O.Berg","Eugenia nutans","MG/ES"
10480,"Eugenia oeidocarpa O.Berg","Eugenia oeidocarpa","MG"
10488,"Eugenia pantagensis O.Berg","Eugenia pantagensis","MG/ES"
10490,"Eugenia pauciflora DC.","Eugenia pauciflora","MG/ES"
10493,"Eugenia pia DC.","Eugenia pia","MG"
10496,"Eugenia piresiana Cambess.","Eugenia piresiana","MG"
10498,"Eugenia pisiformis Cambess.","Eugenia pisiformis","MG/ES"
10500,"Eugenia platyphylla O.Berg","Eugenia platyphylla","MG/ES"
10505,"Eugenia pluriflora DC.","Eugenia pluriflora","MG/ES"
10507,"Eugenia prasina O.Berg","Eugenia prasina","MG/ES"
10517,"Eugenia pyriformis Cambess.","Eugenia pyriformis","MG"
10520,"Eugenia repanda O.Berg","Eugenia repanda","MG/ES"
10532,"Eugenia sonderiana O.Berg","Eugenia sonderiana","MG"
10533,"Eugenia speciosa Cambess.","Eugenia speciosa","MG/ES"
10535,"Eugenia sphenophylla O.Berg","Eugenia sphenophylla","MG"
10540,"Eugenia stictopetala Mart. ex DC.","Eugenia stictopetala","MG/ES"
10548,"Eugenia subreticulata Glaz.","Eugenia subreticulata","MG"
10549,"Eugenia subterminalis DC.","Eugenia subterminalis","MG/ES"
10550,"Eugenia subundulata Kiaersk.","Eugenia subundulata","MG/ES"
10554,"Eugenia tenuipedunculata Kiaersk.","Eugenia tenuipedunculata","MG"
10556,"Eugenia theodorae Kiaersk.","Eugenia theodorae","MG"
10559,"Eugenia umbrosa O.Berg","Eugenia umbrosa","MG/ES"
10562,"Eugenia vattimoana Mattos","Eugenia vattimoana","MG"
10567,"Eugenia viridiflora Cambess.","Eugenia viridiflora","MG/ES"
10568,"Eugenia widgrenii Sond. ex O.Berg","Eugenia widgrenii","MG"
10571,"Eugenia zuccarinii O.Berg","Eugenia zuccarinii","MG/ES"
10633,"Myrceugenia alpigena (DC.) Landrum","Myrceugenia alpigena","MG/ES"
10634,"Myrceugenia bracteosa (DC.) D.Legrand & Kausel","Myrceugenia bracteosa","MG"
10635,"Myrceugenia brevipedicellata (Burret) D.Legrand & Kausel","Myrceugenia brevipedicellata","MG"
10636,"Myrceugenia campestris (DC.) D.Legrand & Kausel","Myrceugenia campestris","MG/ES"
10640,"Myrceugenia franciscensis (O.Berg) Landrum","Myrceugenia franciscensis","MG"
10642,"Myrceugenia glaucescens (Cambess.) D.Legrand & Kausel","Myrceugenia glaucescens","MG/ES"
10644,"Myrceugenia hoehnei (Burret) D.Legrand & Kausel","Myrceugenia hoehnei","MG"
10647,"Myrceugenia miersiana (Gardner) D.Legrand & Kausel","Myrceugenia miersiana","MG/ES"
10648,"Myrceugenia myrcioides (Cambess.) O.Berg","Myrceugenia myrcioides","MG/ES"
10651,"Myrceugenia ovata (Hook. & Arn.) O.Berg","Myrceugenia ovata","MG/ES"
10652,"Myrceugenia oxysepala (Burret) D.Legrand & Kausel","Myrceugenia oxysepala","MG"
10653,"Myrceugenia pilotantha (Kiaersk.) Landrum","Myrceugenia pilotantha","MG"
10655,"Myrceugenia rufescens (DC.) D.Legrand & Kausel","Myrceugenia rufescens","MG"
10661,"Myrcia amazonica DC.","Myrcia amazonica","MG/ES"
10664,"Myrcia anacardiifolia Gardner","Myrcia anacardiifolia","MG/ES"
10665,"Myrcia anceps (Spreng.) O.Berg","Myrcia anceps","MG/ES"
10672,"Myrcia brasiliensis Kiaersk.","Myrcia brasiliensis","MG/ES"
10673,"Myrcia brunnea Cambess.","Myrcia brunnea","MG"
10676,"Myrcia coelosepala Kiaersk.","Myrcia coelosepala","MG/ES"
10678,"Myrcia cordiifolia DC.","Myrcia cordiifolia","MG/ES"
10679,"Myrcia crocea (Vell.) Kiaersk.","Myrcia crocea","MG/ES"
10681,"Myrcia densa (DC.) Sobral","Myrcia densa","MG"
10682,"Myrcia diaphana (O.Berg) N.Silveira","Myrcia diaphana","MG/ES"
10684,"Myrcia eriocalyx DC.","Myrcia eriocalyx","MG"
10688,"Myrcia fenzliana O.Berg","Myrcia fenzliana","MG/ES"
10698,"Myrcia grandifolia Cambess.","Myrcia grandifolia","MG"
10699,"Myrcia guianensis (Aubl.) DC.","Myrcia guianensis","MG/ES"
10700,"Myrcia hartwegiana (O.Berg) Kiaersk.","Myrcia hartwegiana","MG/ES"
10702,"Myrcia hebepetala DC.","Myrcia hebepetala","MG/ES"
10712,"Myrcia lacunosa (O.Berg) N.Silveira","Myrcia lacunosa","MG"
10716,"Myrcia lasiantha DC.","Myrcia lasiantha","MG"
10717,"Myrcia laxiflora Cambess.","Myrcia laxiflora","MG/ES"
10722,"Myrcia lutescens Cambess.","Myrcia lutescens","MG"
10727,"Myrcia mischophylla Kiaersk.","Myrcia mischophylla","MG"
10728,"Myrcia montana Cambess.","Myrcia montana","MG/ES"
10730,"Myrcia multiflora (Lam.) DC.","Myrcia multiflora","MG/ES"
10731,"Myrcia mutabilis (O.Berg) N.Silveira","Myrcia mutabilis","MG/ES"
10733,"Myrcia oblongata DC.","Myrcia oblongata","MG/ES"
10737,"Myrcia palustris DC.","Myrcia palustris","MG/ES"
10738,"Myrcia perforata O.Berg","Myrcia perforata","MG"
10741,"Myrcia pubescens DC.","Myrcia pubescens","MG"
10742,"Myrcia pubiflora DC.","Myrcia pubiflora","MG/ES"
10743,"Myrcia pubipetala Miq.","Myrcia pubipetala","MG/ES"
10748,"Myrcia retorta Cambess.","Myrcia retorta","MG"
10753,"Myrcia rufipes DC.","Myrcia rufipes","MG/ES"
10754,"Myrcia rupicola D.Legrand","Myrcia rupicola","MG"
10756,"Myrcia selloi (Spreng.) N.Silveira","Myrcia selloi","MG"
10758,"Myrcia spectabilis DC.","Myrcia spectabilis","MG"
10759,"Myrcia splendens (Sw.) DC.","Myrcia splendens","MG/ES"
10761,"Myrcia springiana (O.Berg) Kiaersk.","Myrcia springiana","MG/ES"
10764,"Myrcia subavenia (O.Berg) N.Silveira","Myrcia subavenia","MG"
10765,"Myrcia subcordata DC.","Myrcia subcordata","MG"
10766,"Myrcia subsericea A.Gray","Myrcia subsericea","MG/ES"
10769,"Myrcia tenuivenosa Kiaersk.","Myrcia tenuivenosa","MG/ES"
10772,"Myrcia tomentosa (Aubl.) DC.","Myrcia tomentosa","MG/ES"
10773,"Myrcia undulata O.Berg","Myrcia undulata","MG"
10774,"Myrcia variabilis DC.","Myrcia variabilis","MG"
